company_id,type,rule_id,text,confidence_pct
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
IRCTC,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IRFC,con,CON_01,Debt-to-equity ratio of 8.38 is elevated and warrants monitoring.,92
IRFC,con,CON_06,Interest coverage below 1.5x indicates potential debt servicing risk.,94
IRFC,con,CON_11,High financial leverage may reduce future financial flexibility.,90
IRFC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
IRFC,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
IRFC,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
ITC,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ITC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
JINDALSTEL,con,CON_FALLBACK,Latest-year free cash flow is negative and should be monitored for cash-generation risk.,70
JINDALSTEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
JINDALSTEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
JIOFIN,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96
JIOFIN,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
JIOFIN,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
JSWENERGY,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
JSWENERGY,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
JSWENERGY,con,CON_12,Revenue growth below 5% over five years indicates limited business momentum.,84
JSWENERGY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
JSWSTEEL,con,CON_FALLBACK,Latest-year free cash flow is negative and should be monitored for cash-generation risk.,70
JSWSTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
JSWSTEEL,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
JSWSTEEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
KOTAKBANK,con,CON_01,Debt-to-equity ratio of 4.00 is elevated and warrants monitoring.,92
KOTAKBANK,con,CON_06,Interest coverage below 1.5x indicates potential debt servicing risk.,94
KOTAKBANK,con,CON_11,High financial leverage may reduce future financial flexibility.,90
KOTAKBANK,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
KOTAKBANK,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
KOTAKBANK,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
KOTAKBANK,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
LICI,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96
LICI,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
LICI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
LODHA,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
LODHA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LODHA,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
LT,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
LT,con,CON_03,Operating margins have declined for three consecutive years.,85
LT,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LT,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
LT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
LT,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
LTIM,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
LTIM,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LTIM,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
LTIM,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
LTIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
M&M,con,CON_FALLBACK,Latest-year free cash flow is negative and should be monitored for cash-generation risk.,70
M&M,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MARUTI,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
MARUTI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
MARUTI,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
MOTHERSON,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
MOTHERSON,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
NAUKRI,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
NAUKRI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NAUKRI,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NAUKRI,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NAUKRI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
NESTLEIND,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
NESTLEIND,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
NHPC,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
NHPC,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
NHPC,con,CON_12,Revenue growth below 5% over five years indicates limited business momentum.,84
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
NTPC,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
NTPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
ONGC,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
PFC,con,CON_01,Debt-to-equity ratio of 8.52 is elevated and warrants monitoring.,92
PFC,con,CON_06,Interest coverage below 1.5x indicates potential debt servicing risk.,94
PFC,con,CON_11,High financial leverage may reduce future financial flexibility.,90
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PFC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
PFC,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
PIDILITIND,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
PIDILITIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PNB,con,CON_01,Debt-to-equity ratio of 3.68 is elevated and warrants monitoring.,92
PNB,con,CON_11,High financial leverage may reduce future financial flexibility.,90
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
PNB,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
POWERGRID,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated and warrants monitoring.,92
RECLTD,con,CON_11,High financial leverage may reduce future financial flexibility.,90
RECLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
RELIANCE,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
RELIANCE,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
RELIANCE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
SBILIFE,con,CON_FALLBACK,Latest-year free cash flow is negative and should be monitored for cash-generation risk.,70
SBILIFE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,96
SBILIFE,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
SBIN,con,CON_06,Interest coverage below 1.5x indicates potential debt servicing risk.,94
SBIN,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SHREECEM,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
SHREECEM,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
SHREECEM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
SHREECEM,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
SHRIRAMFIN,con,CON_01,Debt-to-equity ratio of 3.99 is elevated and warrants monitoring.,92
SHRIRAMFIN,con,CON_06,Interest coverage below 1.5x indicates potential debt servicing risk.,94
SHRIRAMFIN,con,CON_11,High financial leverage may reduce future financial flexibility.,90
SHRIRAMFIN,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SHRIRAMFIN,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SHRIRAMFIN,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
SIEMENS,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
SIEMENS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
SIEMENS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
SUNPHARMA,con,CON_FALLBACK,No specific negative rule fired; routine monitoring of the latest financial metrics is recommended.,70
SUNPHARMA,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
TATACONSUM,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TATACONSUM,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
TATACONSUM,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TATAMOTORS,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TATAMOTORS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
TATAMOTORS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TATAMOTORS,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TATAPOWER,con,CON_FALLBACK,Latest-year debt-to-equity is elevated and should be monitored for financial leverage risk.,70
TATAPOWER,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATAPOWER,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
TATAPOWER,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TATASTEEL,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TATASTEEL,con,CON_03,Operating margins have declined for three consecutive years.,85
TATASTEEL,con,CON_04,Company reported a net loss in the latest financial year.,95
TATASTEEL,con,CON_05,Revenue has declined over multiple consecutive years.,82
TATASTEEL,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
TATASTEEL,con,CON_09,Earnings per share have declined for three consecutive years.,86
TATASTEEL,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
TATASTEEL,con,CON_12,Revenue growth below 5% over five years indicates limited business momentum.,84
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TCS,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TCS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
TCS,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TECHM,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TECHM,con,CON_03,Operating margins have declined for three consecutive years.,85
TECHM,con,CON_07,Dividend payout ratio above 100% may not be sustainable over the long term.,88
TECHM,con,CON_09,Earnings per share have declined for three consecutive years.,86
TECHM,con,CON_10,Return on equity below 10% suggests weak capital efficiency.,82
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TECHM,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TECHM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
TECHM,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TITAN,con,CON_08,"Debt-to-equity ratio has increased over the last three years, indicating rising financial leverage.",84
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TITAN,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TITAN,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TITAN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,84
TITAN,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TORNTPHARM,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88
TORNTPHARM,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TRENT,con,CON_02,Free cash flow has remained negative for three consecutive years.,90
TRENT,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TRENT,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow.,88
TRENT,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TRENT,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated and warrants monitoring.,92
TVSMOTOR,con,CON_11,High financial leverage may reduce future financial flexibility.,90
TVSMOTOR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TVSMOTOR,pro,PRO_04,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,90
TVSMOTOR,pro,PRO_06,Net profit compounding above 20% over five years creates significant shareholder value.,93
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,91
TVSMOTOR,pro,PRO_10,Return on equity improving for three consecutive years shows strengthening business quality.,85
TVSMOTOR,pro,PRO_12,Improving asset efficiency indicates better capital allocation and operational performance.,82
